"names","id","values","type","exposure","strain","order","fixed","steps","lower_bound","upper_bound"
"lower_bound","all",0,"all",NA,NA,NA,1,0.1,-1000,0
"S","all",1.5,"all",NA,NA,NA,1,0.1,0,10
"EA","all",0.2,"all",NA,NA,NA,1,0.1,0,1
"MAX_TITRE","all",12,"all",NA,NA,NA,1,0.1,0,100
"mu","G1E1SB",4.7263238528,"all","B","all",NA,0,0.1,0,15
"tp","G1E1SB",12,"all","B","all",NA,1,0.1,0,17
"dp","G1E1SB",0.677317291,"all","B","all",NA,0,0.1,0,1
"ts","G1E1SB",10.4184549465,"all","B","all",NA,0,0.1,0,20
"m","G1E1SB",0.0076077298,"all","B","all",NA,0,0.1,0,1
"mu","G1E1SD",4.2206634185,"all","D","all",NA,0,0.1,0,15
"tp","G1E1SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G1E1SD",0.444893469,"all","D","all",NA,0,0.1,0,1
"ts","G1E1SD",6.5278034867,"all","D","all",NA,0,0.1,0,20
"m","G1E1SD",0.0256041108,"all","D","all",NA,0,0.1,0,1
"mu","G1E2SC",6.2063939222,"all","C","all",NA,0,0.1,0,15
"tp","G1E2SC",12,"all","C","all",NA,1,0.1,0,17
"dp","G1E2SC",0.4480042524,"all","C","all",NA,0,0.1,0,1
"ts","G1E2SC",7.0819406398,"all","C","all",NA,0,0.1,0,20
"m","G1E2SC",0.0026729825,"all","C","all",NA,0,0.1,0,1
"mu","G1E2SD",4.074243369,"all","D","all",NA,0,0.1,0,15
"tp","G1E2SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G1E2SD",0.4116832336,"all","D","all",NA,0,0.1,0,1
"ts","G1E2SD",13.3793948265,"all","D","all",NA,0,0.1,0,20
"m","G1E2SD",0.0026613393,"all","D","all",NA,0,0.1,0,1
"mu","G1E3SE",3.9354969198,"all","E","all",NA,0,0.1,0,15
"tp","G1E3SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G1E3SE",0.4890997812,"all","E","all",NA,0,0.1,0,1
"ts","G1E3SE",6.6501782299,"all","E","all",NA,0,0.1,0,20
"m","G1E3SE",0.0034875962,"all","E","all",NA,0,0.1,0,1
"mu","G2E1SB",4.9314051336,"all","B","all",NA,0,0.1,0,15
"tp","G2E1SB",12,"all","B","all",NA,1,0.1,0,17
"dp","G2E1SB",0.5911708305,"all","B","all",NA,0,0.1,0,1
"ts","G2E1SB",9.1781399259,"all","B","all",NA,0,0.1,0,20
"m","G2E1SB",0.0004322635,"all","B","all",NA,0,0.1,0,1
"mu","G2E1SD",6.5742194601,"all","D","all",NA,0,0.1,0,15
"tp","G2E1SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G2E1SD",0.6932435211,"all","D","all",NA,0,0.1,0,1
"ts","G2E1SD",8.5859288462,"all","D","all",NA,0,0.1,0,20
"m","G2E1SD",0.0013538882,"all","D","all",NA,0,0.1,0,1
"mu","G2E2SC",5.093143519,"all","C","all",NA,0,0.1,0,15
"tp","G2E2SC",12,"all","C","all",NA,1,0.1,0,17
"dp","G2E2SC",0.5754920834,"all","C","all",NA,0,0.1,0,1
"ts","G2E2SC",10.4378772085,"all","C","all",NA,0,0.1,0,20
"m","G2E2SC",0.000386746,"all","C","all",NA,0,0.1,0,1
"mu","G2E2SD",6.9455273435,"all","D","all",NA,0,0.1,0,15
"tp","G2E2SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G2E2SD",0.4457606129,"all","D","all",NA,0,0.1,0,1
"ts","G2E2SD",10.3454682534,"all","D","all",NA,0,0.1,0,20
"m","G2E2SD",0.0045843161,"all","D","all",NA,0,0.1,0,1
"mu","G2E3SE",5.059966879,"all","E","all",NA,0,0.1,0,15
"tp","G2E3SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G2E3SE",0.4436157176,"all","E","all",NA,0,0.1,0,1
"ts","G2E3SE",13.9240742591,"all","E","all",NA,0,0.1,0,20
"m","G2E3SE",0.0012125535,"all","E","all",NA,0,0.1,0,1
"mu","G3E1SA",5.8173051863,"all","A","all",NA,0,0.1,0,15
"tp","G3E1SA",12,"all","A","all",NA,1,0.1,0,17
"dp","G3E1SA",0.4263640417,"all","A","all",NA,0,0.1,0,1
"ts","G3E1SA",6.0513035418,"all","A","all",NA,0,0.1,0,20
"m","G3E1SA",0.0039966069,"all","A","all",NA,0,0.1,0,1
"mu","G3E2SB",6.2019473659,"all","B","all",NA,0,0.1,0,15
"tp","G3E2SB",12,"all","B","all",NA,1,0.1,0,17
"dp","G3E2SB",0.6426567057,"all","B","all",NA,0,0.1,0,1
"ts","G3E2SB",13.6298776977,"all","B","all",NA,0,0.1,0,20
"m","G3E2SB",0.0306610688,"all","B","all",NA,0,0.1,0,1
"mu","G3E2SD",6.2466740184,"all","D","all",NA,0,0.1,0,15
"tp","G3E2SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G3E2SD",0.5529717761,"all","D","all",NA,0,0.1,0,1
"ts","G3E2SD",8.3943442185,"all","D","all",NA,0,0.1,0,20
"m","G3E2SD",0.0035548871,"all","D","all",NA,0,0.1,0,1
"mu","G3E3SD",7.2951404755,"all","D","all",NA,0,0.1,0,15
"tp","G3E3SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G3E3SD",0.651119127,"all","D","all",NA,0,0.1,0,1
"ts","G3E3SD",12.1640760242,"all","D","all",NA,0,0.1,0,20
"m","G3E3SD",0.0313207248,"all","D","all",NA,0,0.1,0,1
"mu","G3E3SC",7.6513883714,"all","C","all",NA,0,0.1,0,15
"tp","G3E3SC",12,"all","C","all",NA,1,0.1,0,17
"dp","G3E3SC",0.5234182514,"all","C","all",NA,0,0.1,0,1
"ts","G3E3SC",6.6238194751,"all","C","all",NA,0,0.1,0,20
"m","G3E3SC",0.0134047596,"all","C","all",NA,0,0.1,0,1
"mu","G3E4SE",6.4073707443,"all","E","all",NA,0,0.1,0,15
"tp","G3E4SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G3E4SE",0.4555034073,"all","E","all",NA,0,0.1,0,1
"ts","G3E4SE",14.5593961631,"all","E","all",NA,0,0.1,0,20
"m","G3E4SE",0.0237863412,"all","E","all",NA,0,0.1,0,1
"mu","G4E1SA",7.3328188318,"all","A","all",NA,0,0.1,0,15
"tp","G4E1SA",12,"all","A","all",NA,1,0.1,0,17
"dp","G4E1SA",0.5997752514,"all","A","all",NA,0,0.1,0,1
"ts","G4E1SA",12.0343900518,"all","A","all",NA,0,0.1,0,20
"m","G4E1SA",0.0082653037,"all","A","all",NA,0,0.1,0,1
"mu","G4E2SB",6.3881667256,"all","B","all",NA,0,0.1,0,15
"tp","G4E2SB",12,"all","B","all",NA,1,0.1,0,17
"dp","G4E2SB",0.6468731932,"all","B","all",NA,0,0.1,0,1
"ts","G4E2SB",9.4178153994,"all","B","all",NA,0,0.1,0,20
"m","G4E2SB",0.0003765883,"all","B","all",NA,0,0.1,0,1
"mu","G4E2SD",4.619791016,"all","D","all",NA,0,0.1,0,15
"tp","G4E2SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G4E2SD",0.5948085143,"all","D","all",NA,0,0.1,0,1
"ts","G4E2SD",13.2742987084,"all","D","all",NA,0,0.1,0,20
"m","G4E2SD",0.0373653607,"all","D","all",NA,0,0.1,0,1
"mu","G4E3SC",3.8233247651,"all","C","all",NA,0,0.1,0,15
"tp","G4E3SC",12,"all","C","all",NA,1,0.1,0,17
"dp","G4E3SC",0.6311805633,"all","C","all",NA,0,0.1,0,1
"ts","G4E3SC",7.0044691814,"all","C","all",NA,0,0.1,0,20
"m","G4E3SC",0.0010763481,"all","C","all",NA,0,0.1,0,1
"mu","G4E3SD",6.8537353799,"all","D","all",NA,0,0.1,0,15
"tp","G4E3SD",12,"all","D","all",NA,1,0.1,0,17
"dp","G4E3SD",0.4616858836,"all","D","all",NA,0,0.1,0,1
"ts","G4E3SD",10.2027326915,"all","D","all",NA,0,0.1,0,20
"m","G4E3SD",0.0029143214,"all","D","all",NA,0,0.1,0,1
"mu","G4E4SE",4.2947152518,"all","E","all",NA,0,0.1,0,15
"tp","G4E4SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G4E4SE",0.6314533215,"all","E","all",NA,0,0.1,0,1
"ts","G4E4SE",11.2377603515,"all","E","all",NA,0,0.1,0,20
"m","G4E4SE",0.0017267524,"all","E","all",NA,0,0.1,0,1
"mu","G5E1SA",3.6635534461,"all","A","all",NA,0,0.1,0,15
"tp","G5E1SA",12,"all","A","all",NA,1,0.1,0,17
"dp","G5E1SA",0.68437702,"all","A","all",NA,0,0.1,0,1
"ts","G5E1SA",11.6463851999,"all","A","all",NA,0,0.1,0,20
"m","G5E1SA",0.0007128093,"all","A","all",NA,0,0.1,0,1
"mu","G5E2SE",7.4763086713,"all","E","all",NA,0,0.1,0,15
"tp","G5E2SE",12,"all","E","all",NA,1,0.1,0,17
"dp","G5E2SE",0.4096428251,"all","E","all",NA,0,0.1,0,1
"ts","G5E2SE",10.4016318824,"all","E","all",NA,0,0.1,0,20
"m","G5E2SE",0.0015682485,"all","E","all",NA,0,0.1,0,1
"beta","all",0.6,"all",NA,NA,NA,1,0.1,0,100
"c","all",4,"all",NA,NA,NA,1,0.1,0,20
"sigma","all",1,"all",NA,NA,NA,0,0.1,0,100
"y0_mod","all",-20,"all",NA,NA,NA,1,0.1,0,500
"boost_limit","all",-1,"all",NA,NA,NA,1,0.1,0,12
"x",NA,0,"all","A","A",NA,1,0.1,0,10000
"x",NA,6.226721038,"all","A","B",NA,1,0.1,0,13
"x",NA,6.1271143591,"all","A","C",NA,1,0.1,0,13
"x",NA,1000,"all","A","D",NA,1,0.1,0,10000
"x",NA,1000,"all","A","E",NA,1,0.1,0,10000
"x",NA,0,"all","B","B",NA,1,0.1,0,10000
"x",NA,0.6959541652,"all","B","C",NA,1,0.1,0,13
"x",NA,1000,"all","B","D",NA,1,0.1,0,10000
"x",NA,1000,"all","B","E",NA,1,0.1,0,10000
"x",NA,0,"all","C","C",NA,1,0.1,0,10000
"x",NA,1000,"all","C","D",NA,1,0.1,0,10000
"x",NA,1000,"all","C","E",NA,1,0.1,0,10000
"x",NA,0,"all","D","D",NA,1,0.1,0,10000
"x",NA,1.5495453075,"all","D","E",NA,1,0.1,0,13
"x",NA,0,"all","E","E",NA,1,0.1,0,10000
"mod",NA,1,"all",NA,NA,1,1,0.1,0,1
"mod",NA,1,"all",NA,NA,2,1,0.1,0,1
"mod",NA,1,"all",NA,NA,3,1,0.1,0,1
"mod",NA,1,"all",NA,NA,4,1,0.1,0,1
